image,mode,k,m,g,width,height,original_size_bytes,compressed_size_bytes,compression_rate,bpp,psnr_db,psnr_ok_30db,output_image
BDD/test_262.ppm,slicCC,1024.0,0.3,1.0,64,64,11064,6381,1.7338975082275505,12.462890625,21.8918,False,evaluation_results_auto/generated/test_262_slicCC_k1024_m0.3_g1_clean.ppm
BDD/test_263.ppm,SLIC,64.0,0.05,2.0,64,64,7753,3050,2.541967213114754,5.95703125,30.6826,True,evaluation_results_auto/generated/test_263_SLIC_k64_m0.05_g2_clean.ppm
BDD/test_263.ppm,slicCC,1024.0,0.05,1.0,64,64,7753,5093,1.5222854898880818,9.947265625,32.0316,True,evaluation_results_auto/generated/test_263_slicCC_k1024_m0.05_g1_clean.ppm
BDD/test_264.ppm,SLIC,455.0,1.0,1.0,64,64,10154,7056,1.4390589569160999,13.78125,27.7124,False,evaluation_results_auto/generated/test_264_SLIC_k455_m1_g1_clean.ppm
BDD/test_264.ppm,slicCC,1024.0,0.3,1.0,64,64,10154,5601,1.8128905552579897,10.939453125,23.8093,False,evaluation_results_auto/generated/test_264_slicCC_k1024_m0.3_g1_clean.ppm
BDD/test_265.ppm,SLIC,455.0,0.4,1.0,64,64,10677,7775,1.3732475884244373,15.185546875,26.9997,False,evaluation_results_auto/generated/test_265_SLIC_k455_m0.4_g1_clean.ppm
BDD/test_265.ppm,slicCC,1024.0,0.05,1.0,64,64,10677,6138,1.7394916911045943,11.98828125,23.1419,False,evaluation_results_auto/generated/test_265_slicCC_k1024_m0.05_g1_clean.ppm
BDD/test_266.ppm,SLIC,455.0,0.4,1.0,64,64,11153,8069,1.3822034948568596,15.759765625,25.3528,False,evaluation_results_auto/generated/test_266_SLIC_k455_m0.4_g1_clean.ppm
BDD/test_266.ppm,slicCC,1024.0,0.7,1.0,64,64,11153,6583,1.6942123651830472,12.857421875,22.1983,False,evaluation_results_auto/generated/test_266_slicCC_k1024_m0.7_g1_clean.ppm
BDD/test_267.ppm,SLIC,455.0,1.0,1.0,64,64,10342,8035,1.2871188550093342,15.693359375,29.8583,False,evaluation_results_auto/generated/test_267_SLIC_k455_m1_g1_clean.ppm
BDD/test_267.ppm,slicCC,1024.0,0.7,1.0,64,64,10342,6012,1.7202262142381903,11.7421875,23.9053,False,evaluation_results_auto/generated/test_267_slicCC_k1024_m0.7_g1_clean.ppm
BDD/test_268.ppm,SLIC,455.0,0.5,1.0,64,64,10799,8175,1.3209785932721712,15.966796875,27.7524,False,evaluation_results_auto/generated/test_268_SLIC_k455_m0.5_g1_clean.ppm
BDD/test_268.ppm,slicCC,1024.0,1.0,1.0,64,64,10799,6163,1.7522310563037482,12.037109375,22.8829,False,evaluation_results_auto/generated/test_268_slicCC_k1024_m1_g1_clean.ppm
BDD/test_269.ppm,SLIC,1024.0,1.0,1.0,64,64,9447,7311,1.2921624948707426,14.279296875,30.8212,True,evaluation_results_auto/generated/test_269_SLIC_k1024_m1_g1_clean.ppm
BDD/test_269.ppm,slicCC,1024.0,0.3,1.0,64,64,9447,5971,1.5821470440462233,11.662109375,26.9084,False,evaluation_results_auto/generated/test_269_slicCC_k1024_m0.3_g1_clean.ppm
BDD/test_27.ppm,SLIC,455.0,0.5,1.0,64,64,11221,8709,1.2884372488230567,17.009765625,27.572,False,evaluation_results_auto/generated/test_27_SLIC_k455_m0.5_g1_clean.ppm
BDD/test_27.ppm,slicCC,1024.0,0.2,1.0,64,64,11221,6580,1.7053191489361703,12.8515625,21.9579,False,evaluation_results_auto/generated/test_27_slicCC_k1024_m0.2_g1_clean.ppm
BDD/test_270.ppm,SLIC,256.0,0.2,1.0,64,64,8579,5645,1.5197519929140832,11.025390625,30.4301,True,evaluation_results_auto/generated/test_270_SLIC_k256_m0.2_g1_clean.ppm
BDD/test_270.ppm,slicCC,1024.0,0.05,1.0,64,64,8579,5516,1.555293691080493,10.7734375,28.5832,False,evaluation_results_auto/generated/test_270_slicCC_k1024_m0.05_g1_clean.ppm
BDD/test_271.ppm,SLIC,455.0,0.7,1.0,64,64,9974,7226,1.380293384998616,14.11328125,28.8557,False,evaluation_results_auto/generated/test_271_SLIC_k455_m0.7_g1_clean.ppm
BDD/test_271.ppm,slicCC,1024.0,1.0,1.0,64,64,9974,6090,1.637766830870279,11.89453125,23.6307,False,evaluation_results_auto/generated/test_271_slicCC_k1024_m1_g1_clean.ppm
BDD/test_272.ppm,SLIC,64.0,0.05,2.0,64,64,6998,3184,2.1978643216080402,6.21875,31.0269,True,evaluation_results_auto/generated/test_272_SLIC_k64_m0.05_g2_clean.ppm
BDD/test_272.ppm,slicCC,455.0,0.2,1.0,64,64,6998,4461,1.568706568034073,8.712890625,32.5386,True,evaluation_results_auto/generated/test_272_slicCC_k455_m0.2_g1_clean.ppm
BDD/test_273.ppm,SLIC,256.0,0.7,1.0,64,64,8612,6723,1.2809757548713372,13.130859375,31.7398,True,evaluation_results_auto/generated/test_273_SLIC_k256_m0.7_g1_clean.ppm
BDD/test_273.ppm,slicCC,1024.0,0.05,1.0,64,64,8612,5413,1.5909846665435063,10.572265625,24.8834,False,evaluation_results_auto/generated/test_273_slicCC_k1024_m0.05_g1_clean.ppm
BDD/test_274.ppm,SLIC,455.0,1.0,1.0,64,64,11352,8300,1.367710843373494,16.2109375,24.5423,False,evaluation_results_auto/generated/test_274_SLIC_k455_m1_g1_clean.ppm
BDD/test_274.ppm,slicCC,1024.0,0.4,1.0,64,64,11352,6683,1.6986383360766124,13.052734375,20.0309,False,evaluation_results_auto/generated/test_274_slicCC_k1024_m0.4_g1_clean.ppm
BDD/test_275.ppm,SLIC,455.0,0.7,1.0,64,64,9517,6581,1.446132806564352,12.853515625,27.7269,False,evaluation_results_auto/generated/test_275_SLIC_k455_m0.7_g1_clean.ppm
BDD/test_275.ppm,slicCC,1024.0,1.0,1.0,64,64,9517,5446,1.747521116415718,10.63671875,23.2321,False,evaluation_results_auto/generated/test_275_slicCC_k1024_m1_g1_clean.ppm
BDD/test_276.ppm,SLIC,256.0,1.0,1.0,64,64,7774,5583,1.3924413397814794,10.904296875,30.8747,True,evaluation_results_auto/generated/test_276_SLIC_k256_m1_g1_clean.ppm
BDD/test_276.ppm,slicCC,1024.0,0.7,1.0,64,64,7774,5056,1.5375791139240507,9.875,28.5287,False,evaluation_results_auto/generated/test_276_slicCC_k1024_m0.7_g1_clean.ppm
BDD/test_277.ppm,SLIC,455.0,0.3,1.0,64,64,11165,8978,1.2435954555580306,17.53515625,28.0304,False,evaluation_results_auto/generated/test_277_SLIC_k455_m0.3_g1_clean.ppm
BDD/test_277.ppm,slicCC,1024.0,0.05,1.0,64,64,11165,6697,1.6671644019710319,13.080078125,22.5135,False,evaluation_results_auto/generated/test_277_slicCC_k1024_m0.05_g1_clean.ppm
BDD/test_278.ppm,SLIC,455.0,1.0,1.0,64,64,9402,7166,1.3120290259559029,13.99609375,31.3816,True,evaluation_results_auto/generated/test_278_SLIC_k455_m1_g1_clean.ppm
BDD/test_278.ppm,slicCC,1024.0,0.5,1.0,64,64,9402,5601,1.6786288162828067,10.939453125,26.5886,False,evaluation_results_auto/generated/test_278_slicCC_k1024_m0.5_g1_clean.ppm
BDD/test_279.ppm,SLIC,455.0,1.0,1.0,64,64,8556,6364,1.3444374607165306,12.4296875,29.4388,False,evaluation_results_auto/generated/test_279_SLIC_k455_m1_g1_clean.ppm
BDD/test_279.ppm,slicCC,1024.0,0.05,1.0,64,64,8556,4684,1.8266438941076004,9.1484375,23.1811,False,evaluation_results_auto/generated/test_279_slicCC_k1024_m0.05_g1_clean.ppm
BDD/test_28.ppm,SLIC,455.0,0.5,1.0,64,64,10275,7771,1.3222236520396344,15.177734375,28.9849,False,evaluation_results_auto/generated/test_28_SLIC_k455_m0.5_g1_clean.ppm
BDD/test_28.ppm,slicCC,1024.0,0.05,1.0,64,64,10275,6272,1.638233418367347,12.25,24.6233,False,evaluation_results_auto/generated/test_28_slicCC_k1024_m0.05_g1_clean.ppm
BDD/test_280.ppm,SLIC,256.0,0.7,1.0,64,64,9454,6641,1.4235807860262009,12.970703125,30.6526,True,evaluation_results_auto/generated/test_280_SLIC_k256_m0.7_g1_clean.ppm
BDD/test_280.ppm,slicCC,1024.0,0.2,1.0,64,64,9454,5883,1.6070032296447392,11.490234375,26.0921,False,evaluation_results_auto/generated/test_280_slicCC_k1024_m0.2_g1_clean.ppm
BDD/test_281.ppm,SLIC,256.0,1.0,1.0,64,64,8581,5603,1.5315009816169909,10.943359375,31.3674,True,evaluation_results_auto/generated/test_281_SLIC_k256_m1_g1_clean.ppm
BDD/test_281.ppm,slicCC,1024.0,0.05,1.0,64,64,8581,5784,1.4835753803596128,11.296875,29.8209,False,evaluation_results_auto/generated/test_281_slicCC_k1024_m0.05_g1_clean.ppm
BDD/test_282.ppm,SLIC,256.0,0.7,1.0,64,64,8891,5939,1.4970533759892237,11.599609375,30.7634,True,evaluation_results_auto/generated/test_282_SLIC_k256_m0.7_g1_clean.ppm
BDD/test_282.ppm,slicCC,1024.0,0.5,1.0,64,64,8891,5944,1.4957940780619112,11.609375,26.9709,False,evaluation_results_auto/generated/test_282_slicCC_k1024_m0.5_g1_clean.ppm
BDD/test_283.ppm,SLIC,455.0,0.05,1.0,64,64,10965,8858,1.2378640776699028,17.30078125,27.9195,False,evaluation_results_auto/generated/test_283_SLIC_k455_m0.05_g1_clean.ppm
BDD/test_283.ppm,slicCC,1024.0,1.0,1.0,64,64,10965,6555,1.6727688787185355,12.802734375,22.2936,False,evaluation_results_auto/generated/test_283_slicCC_k1024_m1_g1_clean.ppm
BDD/test_284.ppm,SLIC,256.0,1.0,1.0,64,64,8102,5947,1.3623675802925845,11.615234375,30.0591,True,evaluation_results_auto/generated/test_284_SLIC_k256_m1_g1_clean.ppm
BDD/test_284.ppm,slicCC,1024.0,0.05,1.0,64,64,8102,5163,1.569242688359481,10.083984375,26.6643,False,evaluation_results_auto/generated/test_284_slicCC_k1024_m0.05_g1_clean.ppm
BDD/test_285.ppm,SLIC,455.0,0.7,1.0,64,64,9877,7800,1.2662820512820512,15.234375,30.2239,True,evaluation_results_auto/generated/test_285_SLIC_k455_m0.7_g1_clean.ppm
BDD/test_285.ppm,slicCC,1024.0,0.05,1.0,64,64,9877,6032,1.6374336870026525,11.78125,24.3749,False,evaluation_results_auto/generated/test_285_slicCC_k1024_m0.05_g1_clean.ppm
BDD/test_286.ppm,SLIC,455.0,0.4,1.0,64,64,10832,8361,1.295538811146992,16.330078125,27.8984,False,evaluation_results_auto/generated/test_286_SLIC_k455_m0.4_g1_clean.ppm
BDD/test_286.ppm,slicCC,1024.0,0.05,1.0,64,64,10832,6495,1.6677444187836798,12.685546875,23.1499,False,evaluation_results_auto/generated/test_286_slicCC_k1024_m0.05_g1_clean.ppm
BDD/test_287.ppm,SLIC,455.0,0.4,1.0,64,64,9036,7087,1.275010582757161,13.841796875,30.8647,True,evaluation_results_auto/generated/test_287_SLIC_k455_m0.4_g1_clean.ppm
BDD/test_287.ppm,slicCC,1024.0,1.0,1.0,64,64,9036,5571,1.6219709208400646,10.880859375,25.6349,False,evaluation_results_auto/generated/test_287_slicCC_k1024_m1_g1_clean.ppm
BDD/test_288.ppm,SLIC,64.0,1.0,2.0,64,64,5408,2526,2.1409342834520984,4.93359375,35.519,True,evaluation_results_auto/generated/test_288_SLIC_k64_m1_g2_clean.ppm
BDD/test_288.ppm,slicCC,64.0,1.0,5.0,64,64,5408,1781,3.0364963503649633,3.478515625,32.0135,True,evaluation_results_auto/generated/test_288_slicCC_k64_m1_g5_clean.ppm
BDD/test_289.ppm,SLIC,455.0,0.7,1.0,64,64,11473,9237,1.242069936126448,18.041015625,27.234,False,evaluation_results_auto/generated/test_289_SLIC_k455_m0.7_g1_clean.ppm
BDD/test_289.ppm,slicCC,1024.0,0.5,1.0,64,64,11473,6610,1.7357034795763995,12.91015625,19.695,False,evaluation_results_auto/generated/test_289_slicCC_k1024_m0.5_g1_clean.ppm
BDD/test_29.ppm,SLIC,455.0,0.4,1.0,64,64,10505,7529,1.3952716164165229,14.705078125,28.44,False,evaluation_results_auto/generated/test_29_SLIC_k455_m0.4_g1_clean.ppm
BDD/test_29.ppm,slicCC,1024.0,0.7,1.0,64,64,10505,6142,1.7103549332464996,11.99609375,24.3717,False,evaluation_results_auto/generated/test_29_slicCC_k1024_m0.7_g1_clean.ppm
BDD/test_290.ppm,SLIC,455.0,0.7,1.0,64,64,10190,8364,1.2183165949306551,16.3359375,30.6091,True,evaluation_results_auto/generated/test_290_SLIC_k455_m0.7_g1_clean.ppm
BDD/test_290.ppm,slicCC,1024.0,0.05,1.0,64,64,10190,6030,1.6898839137645107,11.77734375,23.3355,False,evaluation_results_auto/generated/test_290_slicCC_k1024_m0.05_g1_clean.ppm
BDD/test_291.ppm,SLIC,455.0,0.4,1.0,64,64,10617,7860,1.3507633587786259,15.3515625,27.9661,False,evaluation_results_auto/generated/test_291_SLIC_k455_m0.4_g1_clean.ppm
BDD/test_291.ppm,slicCC,1024.0,1.0,1.0,64,64,10617,6088,1.74392247043364,11.890625,23.8163,False,evaluation_results_auto/generated/test_291_slicCC_k1024_m1_g1_clean.ppm
BDD/test_292.ppm,SLIC,256.0,0.7,1.0,64,64,8957,7481,1.1972998262264403,14.611328125,30.504,True,evaluation_results_auto/generated/test_292_SLIC_k256_m0.7_g1_clean.ppm
BDD/test_292.ppm,slicCC,1024.0,0.05,1.0,64,64,8957,5519,1.6229389382134445,10.779296875,25.3497,False,evaluation_results_auto/generated/test_292_slicCC_k1024_m0.05_g1_clean.ppm
BDD/test_293.ppm,SLIC,455.0,0.05,1.0,64,64,9037,6243,1.4475412461957393,12.193359375,28.4688,False,evaluation_results_auto/generated/test_293_SLIC_k455_m0.05_g1_clean.ppm
BDD/test_293.ppm,slicCC,1024.0,0.05,1.0,64,64,9037,5449,1.658469443934667,10.642578125,24.0505,False,evaluation_results_auto/generated/test_293_slicCC_k1024_m0.05_g1_clean.ppm
BDD/test_294.ppm,SLIC,256.0,1.0,1.0,64,64,8296,5167,1.6055738339461971,10.091796875,30.2153,True,evaluation_results_auto/generated/test_294_SLIC_k256_m1_g1_clean.ppm
BDD/test_294.ppm,slicCC,1024.0,0.2,1.0,64,64,8296,5156,1.60899922420481,10.0703125,28.8996,False,evaluation_results_auto/generated/test_294_slicCC_k1024_m0.2_g1_clean.ppm
BDD/test_295.ppm,SLIC,256.0,0.4,1.0,64,64,9424,7136,1.3206278026905829,13.9375,31.2754,True,evaluation_results_auto/generated/test_295_SLIC_k256_m0.4_g1_clean.ppm
BDD/test_295.ppm,slicCC,1024.0,0.5,1.0,64,64,9424,5883,1.6019037905830358,11.490234375,28.8266,False,evaluation_results_auto/generated/test_295_slicCC_k1024_m0.5_g1_clean.ppm
BDD/test_296.ppm,SLIC,455.0,0.5,1.0,64,64,9685,7186,1.347759532424158,14.03515625,28.633,False,evaluation_results_auto/generated/test_296_SLIC_k455_m0.5_g1_clean.ppm
BDD/test_296.ppm,slicCC,1024.0,1.0,1.0,64,64,9685,6001,1.6138976837193801,11.720703125,24.7534,False,evaluation_results_auto/generated/test_296_slicCC_k1024_m1_g1_clean.ppm
BDD/test_297.ppm,SLIC,455.0,1.0,1.0,64,64,9189,7287,1.2610127624536847,14.232421875,29.046,False,evaluation_results_auto/generated/test_297_SLIC_k455_m1_g1_clean.ppm
BDD/test_297.ppm,slicCC,1024.0,0.05,1.0,64,64,9189,5826,1.5772399588053554,11.37890625,24.6188,False,evaluation_results_auto/generated/test_297_slicCC_k1024_m0.05_g1_clean.ppm
BDD/test_298.ppm,SLIC,455.0,1.0,1.0,64,64,10347,7669,1.3491980701525623,14.978515625,27.6728,False,evaluation_results_auto/generated/test_298_SLIC_k455_m1_g1_clean.ppm
BDD/test_298.ppm,slicCC,1024.0,0.05,1.0,64,64,10347,6406,1.6152044957852014,12.51171875,24.1625,False,evaluation_results_auto/generated/test_298_slicCC_k1024_m0.05_g1_clean.ppm
BDD/test_299.ppm,SLIC,256.0,0.4,1.0,64,64,8278,5344,1.5490269461077844,10.4375,31.9381,True,evaluation_results_auto/generated/test_299_SLIC_k256_m0.4_g1_clean.ppm
BDD/test_299.ppm,slicCC,1024.0,0.7,1.0,64,64,8278,5547,1.4923382008292772,10.833984375,30.1582,True,evaluation_results_auto/generated/test_299_slicCC_k1024_m0.7_g1_clean.ppm
BDD/test_3.ppm,SLIC,455.0,0.7,1.0,64,64,11299,9149,1.2349983604765549,17.869140625,27.9596,False,evaluation_results_auto/generated/test_3_SLIC_k455_m0.7_g1_clean.ppm
BDD/test_3.ppm,slicCC,1024.0,0.4,1.0,64,64,11299,6645,1.7003762227238526,12.978515625,21.9132,False,evaluation_results_auto/generated/test_3_slicCC_k1024_m0.4_g1_clean.ppm
BDD/test_30.ppm,SLIC,256.0,0.7,1.0,64,64,6232,4287,1.4536972241660835,8.373046875,31.6487,True,evaluation_results_auto/generated/test_30_SLIC_k256_m0.7_g1_clean.ppm
BDD/test_30.ppm,slicCC,1024.0,0.3,1.0,64,64,6232,4474,1.3929369691551186,8.73828125,32.1129,True,evaluation_results_auto/generated/test_30_slicCC_k1024_m0.3_g1_clean.ppm
BDD/test_300.ppm,SLIC,455.0,1.0,1.0,64,64,8261,5975,1.3825941422594141,11.669921875,28.7788,False,evaluation_results_auto/generated/test_300_SLIC_k455_m1_g1_clean.ppm
BDD/test_300.ppm,slicCC,1024.0,0.5,1.0,64,64,8261,4437,1.8618435880099167,8.666015625,23.5336,False,evaluation_results_auto/generated/test_300_slicCC_k1024_m0.5_g1_clean.ppm
BDD/test_301.ppm,SLIC,455.0,1.0,1.0,64,64,10024,7802,1.2847987695462701,15.23828125,31.2614,True,evaluation_results_auto/generated/test_301_SLIC_k455_m1_g1_clean.ppm
BDD/test_301.ppm,slicCC,1024.0,0.05,1.0,64,64,10024,6179,1.6222689755623887,12.068359375,26.2774,False,evaluation_results_auto/generated/test_301_slicCC_k1024_m0.05_g1_clean.ppm
BDD/test_302.ppm,SLIC,256.0,0.2,1.0,64,64,7395,4820,1.5342323651452283,9.4140625,32.3803,True,evaluation_results_auto/generated/test_302_SLIC_k256_m0.2_g1_clean.ppm
BDD/test_302.ppm,slicCC,1024.0,0.3,1.0,64,64,7395,5101,1.4497157420113702,9.962890625,31.6871,True,evaluation_results_auto/generated/test_302_slicCC_k1024_m0.3_g1_clean.ppm
BDD/test_303.ppm,SLIC,455.0,0.3,1.0,64,64,8939,7076,1.2632843414358395,13.8203125,29.7135,False,evaluation_results_auto/generated/test_303_SLIC_k455_m0.3_g1_clean.ppm
BDD/test_303.ppm,slicCC,1024.0,0.05,1.0,64,64,8939,5585,1.6005371530886303,10.908203125,24.6506,False,evaluation_results_auto/generated/test_303_slicCC_k1024_m0.05_g1_clean.ppm
BDD/test_304.ppm,SLIC,256.0,0.4,1.0,64,64,8649,5957,1.4519053214705389,11.634765625,31.7347,True,evaluation_results_auto/generated/test_304_SLIC_k256_m0.4_g1_clean.ppm
BDD/test_304.ppm,slicCC,1024.0,0.7,1.0,64,64,8649,5562,1.5550161812297734,10.86328125,29.2765,False,evaluation_results_auto/generated/test_304_slicCC_k1024_m0.7_g1_clean.ppm
BDD/test_305.ppm,SLIC,455.0,0.5,1.0,64,64,9690,7598,1.2753356146354304,14.83984375,30.1653,True,evaluation_results_auto/generated/test_305_SLIC_k455_m0.5_g1_clean.ppm
BDD/test_305.ppm,slicCC,1024.0,0.2,1.0,64,64,9690,5945,1.6299411269974768,11.611328125,25.3647,False,evaluation_results_auto/generated/test_305_slicCC_k1024_m0.2_g1_clean.ppm
BDD/test_306.ppm,SLIC,1024.0,1.0,1.0,64,64,7753,6048,1.2819113756613756,11.8125,28.3952,False,evaluation_results_auto/generated/test_306_SLIC_k1024_m1_g1_clean.ppm
BDD/test_306.ppm,slicCC,1024.0,0.3,1.0,64,64,7753,4897,1.5832142127833366,9.564453125,23.7966,False,evaluation_results_auto/generated/test_306_slicCC_k1024_m0.3_g1_clean.ppm
BDD/test_307.ppm,SLIC,455.0,0.4,1.0,64,64,10746,7824,1.3734662576687116,15.28125,26.8902,False,evaluation_results_auto/generated/test_307_SLIC_k455_m0.4_g1_clean.ppm
BDD/test_307.ppm,slicCC,1024.0,0.05,1.0,64,64,10746,6500,1.6532307692307693,12.6953125,22.8155,False,evaluation_results_auto/generated/test_307_slicCC_k1024_m0.05_g1_clean.ppm
BDD/test_308.ppm,SLIC,455.0,0.2,1.0,64,64,9614,7562,1.271356783919598,14.76953125,29.4202,False,evaluation_results_auto/generated/test_308_SLIC_k455_m0.2_g1_clean.ppm
BDD/test_308.ppm,slicCC,1024.0,0.05,1.0,64,64,9614,6043,1.5909316564620222,11.802734375,24.4582,False,evaluation_results_auto/generated/test_308_slicCC_k1024_m0.05_g1_clean.ppm
BDD/test_309.ppm,SLIC,455.0,0.4,1.0,64,64,11306,8069,1.4011649522865286,15.759765625,24.8668,False,evaluation_results_auto/generated/test_309_SLIC_k455_m0.4_g1_clean.ppm
BDD/test_309.ppm,slicCC,1024.0,0.3,1.0,64,64,11306,6515,1.7353798925556407,12.724609375,21.6261,False,evaluation_results_auto/generated/test_309_slicCC_k1024_m0.3_g1_clean.ppm
BDD/test_31.ppm,SLIC,455.0,0.7,1.0,64,64,9395,6852,1.371132516053707,13.3828125,29.9227,False,evaluation_results_auto/generated/test_31_SLIC_k455_m0.7_g1_clean.ppm
BDD/test_31.ppm,slicCC,1024.0,0.5,1.0,64,64,9395,5876,1.5988767869298843,11.4765625,26.3361,False,evaluation_results_auto/generated/test_31_slicCC_k1024_m0.5_g1_clean.ppm
BDD/test_310.ppm,SLIC,455.0,0.05,1.0,64,64,10735,8644,1.2419018972697826,16.8828125,27.4652,False,evaluation_results_auto/generated/test_310_SLIC_k455_m0.05_g1_clean.ppm
BDD/test_310.ppm,slicCC,1024.0,0.05,1.0,64,64,10735,6321,1.6983072298686916,12.345703125,23.1124,False,evaluation_results_auto/generated/test_310_slicCC_k1024_m0.05_g1_clean.ppm
BDD/test_311.ppm,SLIC,455.0,1.0,1.0,64,64,11214,8842,1.2682650983940285,17.26953125,26.9401,False,evaluation_results_auto/generated/test_311_SLIC_k455_m1_g1_clean.ppm
BDD/test_311.ppm,slicCC,1024.0,0.05,1.0,64,64,11214,6509,1.7228452911353511,12.712890625,21.3161,False,evaluation_results_auto/generated/test_311_slicCC_k1024_m0.05_g1_clean.ppm
BDD/test_312.ppm,SLIC,455.0,0.5,1.0,64,64,10434,7758,1.3449342614075792,15.15234375,27.1819,False,evaluation_results_auto/generated/test_312_SLIC_k455_m0.5_g1_clean.ppm
BDD/test_312.ppm,slicCC,1024.0,1.0,1.0,64,64,10434,6419,1.6254868359557564,12.537109375,19.2588,False,evaluation_results_auto/generated/test_312_slicCC_k1024_m1_g1_clean.ppm
BDD/test_313.ppm,SLIC,455.0,0.3,1.0,64,64,9191,5968,1.5400469168900803,11.65625,27.8086,False,evaluation_results_auto/generated/test_313_SLIC_k455_m0.3_g1_clean.ppm
BDD/test_313.ppm,slicCC,1024.0,1.0,1.0,64,64,9191,5516,1.666243654822335,10.7734375,25.2225,False,evaluation_results_auto/generated/test_313_slicCC_k1024_m1_g1_clean.ppm
BDD/test_314.ppm,SLIC,256.0,1.0,1.0,64,64,6567,4354,1.5082682590721177,8.50390625,32.6871,True,evaluation_results_auto/generated/test_314_SLIC_k256_m1_g1_clean.ppm
BDD/test_314.ppm,slicCC,455.0,0.7,1.0,64,64,6567,4183,1.569925890509204,8.169921875,31.6416,True,evaluation_results_auto/generated/test_314_slicCC_k455_m0.7_g1_clean.ppm
BDD/test_315.ppm,SLIC,455.0,0.7,1.0,64,64,10117,7175,1.410034843205575,14.013671875,29.5099,False,evaluation_results_auto/generated/test_315_SLIC_k455_m0.7_g1_clean.ppm
BDD/test_315.ppm,slicCC,1024.0,0.05,1.0,64,64,10117,5856,1.727629781420765,11.4375,25.3106,False,evaluation_results_auto/generated/test_315_slicCC_k1024_m0.05_g1_clean.ppm
BDD/test_316.ppm,SLIC,455.0,0.3,1.0,64,64,10941,8674,1.261355775881946,16.94140625,28.9229,False,evaluation_results_auto/generated/test_316_SLIC_k455_m0.3_g1_clean.ppm
BDD/test_316.ppm,slicCC,1024.0,0.7,1.0,64,64,10941,6698,1.6334726784114662,13.08203125,23.5305,False,evaluation_results_auto/generated/test_316_slicCC_k1024_m0.7_g1_clean.ppm
BDD/test_317.ppm,SLIC,455.0,0.4,1.0,64,64,11515,9156,1.257645259938838,17.8828125,26.635,False,evaluation_results_auto/generated/test_317_SLIC_k455_m0.4_g1_clean.ppm
BDD/test_317.ppm,slicCC,1024.0,0.05,1.0,64,64,11515,6848,1.6815128504672898,13.375,20.8725,False,evaluation_results_auto/generated/test_317_slicCC_k1024_m0.05_g1_clean.ppm
BDD/test_318.ppm,SLIC,455.0,0.05,1.0,64,64,11522,8819,1.3064973352987868,17.224609375,25.4113,False,evaluation_results_auto/generated/test_318_SLIC_k455_m0.05_g1_clean.ppm
BDD/test_318.ppm,slicCC,1024.0,1.0,1.0,64,64,11522,6603,1.7449644101166137,12.896484375,19.9244,False,evaluation_results_auto/generated/test_318_slicCC_k1024_m1_g1_clean.ppm
BDD/test_319.ppm,SLIC,455.0,1.0,1.0,64,64,10835,8267,1.3106326357808153,16.146484375,27.216,False,evaluation_results_auto/generated/test_319_SLIC_k455_m1_g1_clean.ppm
BDD/test_319.ppm,slicCC,1024.0,1.0,1.0,64,64,10835,6310,1.7171156893819335,12.32421875,22.6273,False,evaluation_results_auto/generated/test_319_slicCC_k1024_m1_g1_clean.ppm
BDD/test_32.ppm,SLIC,455.0,1.0,1.0,64,64,10909,8862,1.2309862333559016,17.30859375,29.1971,False,evaluation_results_auto/generated/test_32_SLIC_k455_m1_g1_clean.ppm
BDD/test_32.ppm,slicCC,1024.0,1.0,1.0,64,64,10909,6448,1.6918424317617866,12.59375,23.5345,False,evaluation_results_auto/generated/test_32_slicCC_k1024_m1_g1_clean.ppm
BDD/test_320.ppm,SLIC,64.0,0.05,3.0,64,64,8022,3752,2.138059701492537,7.328125,30.3552,True,evaluation_results_auto/generated/test_320_SLIC_k64_m0.05_g3_clean.ppm
BDD/test_320.ppm,slicCC,1024.0,1.0,1.0,64,64,8022,5507,1.45669148356637,10.755859375,30.8585,True,evaluation_results_auto/generated/test_320_slicCC_k1024_m1_g1_clean.ppm
BDD/test_321.ppm,SLIC,256.0,0.4,1.0,64,64,8687,6062,1.4330254041570438,11.83984375,31.1774,True,evaluation_results_auto/generated/test_321_SLIC_k256_m0.4_g1_clean.ppm
BDD/test_321.ppm,slicCC,1024.0,0.05,1.0,64,64,8687,5639,1.5405213690370634,11.013671875,27.7281,False,evaluation_results_auto/generated/test_321_slicCC_k1024_m0.05_g1_clean.ppm
BDD/test_322.ppm,SLIC,455.0,1.0,1.0,64,64,11452,9124,1.2551512494519947,17.8203125,26.6043,False,evaluation_results_auto/generated/test_322_SLIC_k455_m1_g1_clean.ppm
BDD/test_322.ppm,slicCC,1024.0,0.05,1.0,64,64,11452,6637,1.7254783787855958,12.962890625,19.4815,False,evaluation_results_auto/generated/test_322_slicCC_k1024_m0.05_g1_clean.ppm
BDD/test_323.ppm,SLIC,455.0,0.4,1.0,64,64,10386,7890,1.3163498098859316,15.41015625,28.2533,False,evaluation_results_auto/generated/test_323_SLIC_k455_m0.4_g1_clean.ppm
BDD/test_323.ppm,slicCC,1024.0,0.05,1.0,64,64,10386,6227,1.6678978641400353,12.162109375,22.5583,False,evaluation_results_auto/generated/test_323_slicCC_k1024_m0.05_g1_clean.ppm
