image,mode,bpp,psnr_db,compression_rate,k,m,g,psnr_ok_30db
BDD/test_219.ppm,SLIC,16.44140625,30.7856,1.2411499168448563,455.0,0.2,1.0,True
BDD/test_219.ppm,slicCC,12.46484375,25.1546,1.6371043560012535,1024.0,0.7,1.0,False
BDD/test_22.ppm,SLIC,15.603515625,27.3732,1.342596069595694,455.0,1.0,1.0,False
BDD/test_22.ppm,slicCC,12.673828125,21.3468,1.6529511480967791,1024.0,0.3,1.0,False
BDD/test_220.ppm,SLIC,16.58984375,26.7763,1.2546503414174712,455.0,0.05,1.0,False
BDD/test_220.ppm,slicCC,12.6796875,20.0802,1.6415588416512632,1024.0,0.05,1.0,False
BDD/test_221.ppm,SLIC,15.26953125,30.7149,1.2637503197748785,455.0,0.7,1.0,True
BDD/test_221.ppm,slicCC,12.14453125,25.7688,1.5889353489868125,1024.0,1.0,1.0,False
BDD/test_222.ppm,SLIC,16.7578125,30.5288,1.2361305361305361,455.0,1.0,1.0,True
BDD/test_222.ppm,slicCC,12.203125,24.7242,1.6975032010243278,1024.0,0.2,1.0,False
BDD/test_223.ppm,SLIC,16.501953125,30.858,1.1835720203574387,455.0,0.3,1.0,True
BDD/test_223.ppm,slicCC,11.880859375,24.0996,1.643925694558606,1024.0,0.1,1.0,False
BDD/test_224.ppm,SLIC,14.732421875,28.4652,1.2927217287551371,455.0,0.1,1.0,False
BDD/test_224.ppm,slicCC,11.373046875,22.3997,1.6745663747209343,1024.0,0.1,1.0,False
BDD/test_225.ppm,SLIC,12.384765625,30.132,1.5103296010093046,256.0,1.0,1.0,True
BDD/test_225.ppm,slicCC,11.68359375,27.7859,1.6009695753928452,1024.0,0.5,1.0,False
BDD/test_226.ppm,SLIC,17.435546875,25.7327,1.3036854486389604,455.0,0.7,1.0,False
BDD/test_226.ppm,slicCC,12.599609375,19.2755,1.804061385831654,1024.0,1.0,1.0,False
BDD/test_227.ppm,SLIC,6.4453125,31.0013,2.3163636363636364,64.0,0.05,1.0,True
BDD/test_227.ppm,slicCC,10.27734375,29.7328,1.4526795895096922,1024.0,0.05,1.0,False
BDD/test_228.ppm,SLIC,16.978515625,29.4362,1.2554929253422293,455.0,0.4,1.0,False
BDD/test_228.ppm,slicCC,12.4453125,23.4694,1.7128060263653484,1024.0,0.05,1.0,False
BDD/test_229.ppm,SLIC,8.546875,31.0408,1.806215722120658,64.0,0.05,1.0,True
BDD/test_229.ppm,slicCC,10.634765625,29.4695,1.4516069788797061,1024.0,0.05,1.0,False
BDD/test_23.ppm,SLIC,16.322265625,30.117,1.2396793107574489,256.0,1.0,1.0,True
BDD/test_23.ppm,slicCC,12.060546875,24.0231,1.6777327935222672,1024.0,1.0,1.0,False
BDD/test_230.ppm,SLIC,9.486328125,30.7831,1.5081325921350628,256.0,0.7,1.0,True
BDD/test_230.ppm,slicCC,9.724609375,30.381,1.4711789515967062,1024.0,0.7,1.0,True
BDD/test_231.ppm,SLIC,15.970703125,28.0814,1.302922832334597,455.0,0.7,1.0,False
BDD/test_231.ppm,slicCC,12.603515625,24.0399,1.6510150317681698,1024.0,0.7,1.0,False
BDD/test_232.ppm,SLIC,15.896484375,27.9674,1.2413072859073597,455.0,0.2,1.0,False
BDD/test_232.ppm,slicCC,11.966796875,20.9019,1.648930961318753,1024.0,0.1,1.0,False
BDD/test_233.ppm,SLIC,17.953125,25.3279,1.2897084421235858,455.0,0.3,1.0,False
BDD/test_233.ppm,slicCC,13.40625,19.7903,1.7271270396270397,1024.0,1.0,1.0,False
BDD/test_234.ppm,SLIC,14.595703125,29.5275,1.3572862304295463,455.0,0.5,1.0,False
BDD/test_234.ppm,slicCC,11.80859375,25.2979,1.677638107839894,1024.0,0.05,1.0,False
BDD/test_235.ppm,SLIC,11.41015625,30.5551,1.5371448134200616,256.0,0.5,1.0,True
BDD/test_235.ppm,slicCC,11.05859375,27.7022,1.586012009890498,1024.0,0.05,1.0,False
BDD/test_236.ppm,SLIC,10.171875,32.5938,1.4994239631336406,256.0,0.5,1.0,True
BDD/test_236.ppm,slicCC,10.349609375,29.4119,1.4736742781656917,1024.0,0.1,1.0,False
BDD/test_237.ppm,SLIC,13.76171875,30.2822,1.2310530797615669,256.0,0.2,1.0,True
BDD/test_237.ppm,slicCC,10.958984375,25.1688,1.5458919978613437,1024.0,0.7,1.0,False
BDD/test_238.ppm,SLIC,12.654296875,28.5521,1.3347738848587745,455.0,0.5,1.0,False
BDD/test_238.ppm,slicCC,10.791015625,23.789,1.5652488687782806,1024.0,0.4,1.0,False
BDD/test_239.ppm,SLIC,13.53515625,30.1291,1.403030303030303,256.0,1.0,1.0,True
BDD/test_239.ppm,slicCC,11.947265625,27.6329,1.5895046591466404,1024.0,0.05,1.0,False
BDD/test_24.ppm,SLIC,14.390625,30.1851,1.2303203040173725,455.0,0.7,1.0,True
BDD/test_24.ppm,slicCC,11.15625,23.2703,1.5870098039215685,1024.0,0.5,1.0,False
BDD/test_240.ppm,SLIC,6.015625,31.8967,2.3422077922077924,64.0,0.7,2.0,True
BDD/test_240.ppm,slicCC,8.791015625,33.013,1.6027549433459232,455.0,0.3,1.0,True
BDD/test_241.ppm,SLIC,13.8515625,29.8457,1.2364636209813875,455.0,0.5,1.0,False
BDD/test_241.ppm,slicCC,11.09375,23.1747,1.543838028169014,1024.0,1.0,1.0,False
BDD/test_242.ppm,SLIC,14.66015625,27.8808,1.3421262989608314,455.0,0.7,1.0,False
BDD/test_242.ppm,slicCC,11.654296875,22.3407,1.6882855706385118,1024.0,0.7,1.0,False
BDD/test_243.ppm,SLIC,17.115234375,25.0455,1.3372132831222183,455.0,0.05,1.0,False
BDD/test_243.ppm,slicCC,12.974609375,18.7931,1.7639620653319283,1024.0,0.05,1.0,False
BDD/test_244.ppm,SLIC,17.896484375,26.2642,1.2758921750518388,455.0,0.5,1.0,False
BDD/test_244.ppm,slicCC,12.87109375,20.2125,1.774051593323217,1024.0,1.0,1.0,False
BDD/test_245.ppm,SLIC,12.87890625,29.4453,1.3848953594176525,455.0,0.05,1.0,False
BDD/test_245.ppm,slicCC,11.109375,25.4428,1.6054852320675106,1024.0,0.05,1.0,False
BDD/test_246.ppm,SLIC,18.001953125,25.7836,1.2671151133774547,455.0,1.0,1.0,False
BDD/test_246.ppm,slicCC,13.43359375,20.5435,1.698022681011922,1024.0,1.0,1.0,False
BDD/test_247.ppm,SLIC,15.4140625,29.0988,1.3033451596553471,455.0,0.7,1.0,False
BDD/test_247.ppm,slicCC,12.173828125,25.3581,1.6502486763998074,1024.0,0.7,1.0,False
BDD/test_248.ppm,SLIC,15.13671875,30.8842,1.276,455.0,0.7,1.0,True
BDD/test_248.ppm,slicCC,12.02734375,26.4639,1.6058785319909061,1024.0,0.3,1.0,False
BDD/test_249.ppm,SLIC,13.283203125,32.9544,1.2395235994706661,256.0,0.5,1.0,True
BDD/test_249.ppm,slicCC,10.3046875,22.2989,1.5978013646702047,1024.0,0.7,1.0,False
BDD/test_25.ppm,SLIC,11.951171875,29.1029,1.389279294002288,455.0,0.05,1.0,False
BDD/test_25.ppm,slicCC,10.02734375,24.5546,1.6558239189715622,1024.0,0.2,1.0,False
BDD/test_250.ppm,SLIC,14.005859375,30.3084,1.2724864035699344,256.0,1.0,1.0,True
BDD/test_250.ppm,slicCC,11.27734375,25.9998,1.5803602355386215,1024.0,0.05,1.0,False
BDD/test_251.ppm,SLIC,13.443359375,30.4972,1.2923143977916607,1024.0,1.0,1.0,True
BDD/test_251.ppm,slicCC,11.294921875,27.3886,1.5381289987895557,1024.0,0.7,1.0,False
BDD/test_252.ppm,SLIC,10.603515625,31.672,1.3958371707496777,256.0,0.5,1.0,True
BDD/test_252.ppm,slicCC,9.87109375,24.9215,1.4994064107637515,1024.0,0.4,1.0,False
BDD/test_253.ppm,SLIC,15.5625,29.1,1.2887801204819278,455.0,0.4,1.0,False
BDD/test_253.ppm,slicCC,12.3984375,24.9896,1.6176748582230625,1024.0,1.0,1.0,False
BDD/test_254.ppm,SLIC,17.501953125,27.3621,1.2742997433322174,455.0,1.0,1.0,False
BDD/test_254.ppm,slicCC,13.03125,21.1981,1.711480815347722,1024.0,0.05,1.0,False
BDD/test_255.ppm,SLIC,17.544921875,26.8276,1.2614939329845263,455.0,0.5,1.0,False
BDD/test_255.ppm,slicCC,12.919921875,20.3125,1.7130763416477701,1024.0,0.2,1.0,False
BDD/test_256.ppm,SLIC,16.08984375,27.5942,1.3259286234522942,455.0,1.0,1.0,False
BDD/test_256.ppm,slicCC,13.03515625,21.3738,1.6366496853461192,1024.0,1.0,1.0,False
BDD/test_257.ppm,SLIC,10.693359375,32.4933,1.5326027397260273,256.0,0.7,1.0,True
BDD/test_257.ppm,slicCC,10.587890625,30.8316,1.5478693967902601,1024.0,1.0,1.0,True
BDD/test_258.ppm,SLIC,14.744140625,28.0261,1.3762087693734268,455.0,0.7,1.0,False
BDD/test_258.ppm,slicCC,12.220703125,24.854,1.6603803739811411,1024.0,0.4,1.0,False
BDD/test_259.ppm,SLIC,10.353515625,31.4035,1.4819845312205244,256.0,0.5,1.0,True
BDD/test_259.ppm,slicCC,10.37109375,29.6193,1.479472693032015,1024.0,0.2,1.0,False
BDD/test_26.ppm,SLIC,12.591796875,32.8771,1.3635799596711649,256.0,0.3,1.0,True
BDD/test_26.ppm,slicCC,11.09765625,29.2075,1.5471664906722984,1024.0,0.05,1.0,False
BDD/test_260.ppm,SLIC,17.0390625,27.1996,1.2667354424575883,455.0,0.5,1.0,False
BDD/test_260.ppm,slicCC,12.740234375,21.542,1.6941591292350147,1024.0,1.0,1.0,False
BDD/test_261.ppm,SLIC,5.888671875,32.3135,2.1074626865671644,64.0,0.05,2.0,True
BDD/test_261.ppm,slicCC,8.595703125,31.0177,1.443762781186094,455.0,0.05,1.0,True
BDD/test_262.ppm,SLIC,16.984375,27.4436,1.2723091076356945,455.0,0.05,1.0,False
BDD/test_262.ppm,slicCC,12.462890625,21.8918,1.7338975082275505,1024.0,0.3,1.0,False
BDD/test_263.ppm,SLIC,5.95703125,30.6826,2.541967213114754,64.0,0.05,2.0,True
BDD/test_263.ppm,slicCC,9.947265625,32.0316,1.5222854898880818,1024.0,0.05,1.0,True
BDD/test_264.ppm,SLIC,13.78125,27.7124,1.4390589569160999,455.0,1.0,1.0,False
BDD/test_264.ppm,slicCC,10.939453125,23.8093,1.8128905552579897,1024.0,0.3,1.0,False
BDD/test_265.ppm,SLIC,15.185546875,26.9997,1.3732475884244373,455.0,0.4,1.0,False
BDD/test_265.ppm,slicCC,11.98828125,23.1419,1.7394916911045943,1024.0,0.05,1.0,False
BDD/test_266.ppm,SLIC,15.759765625,25.3528,1.3822034948568596,455.0,0.4,1.0,False
BDD/test_266.ppm,slicCC,12.857421875,22.1983,1.6942123651830472,1024.0,0.7,1.0,False
BDD/test_267.ppm,SLIC,15.693359375,29.8583,1.2871188550093342,455.0,1.0,1.0,False
BDD/test_267.ppm,slicCC,11.7421875,23.9053,1.7202262142381903,1024.0,0.7,1.0,False
BDD/test_268.ppm,SLIC,15.966796875,27.7524,1.3209785932721712,455.0,0.5,1.0,False
BDD/test_268.ppm,slicCC,12.037109375,22.8829,1.7522310563037482,1024.0,1.0,1.0,False
BDD/test_269.ppm,SLIC,14.279296875,30.8212,1.2921624948707426,1024.0,1.0,1.0,True
BDD/test_269.ppm,slicCC,11.662109375,26.9084,1.5821470440462233,1024.0,0.3,1.0,False
BDD/test_27.ppm,SLIC,17.009765625,27.572,1.2884372488230567,455.0,0.5,1.0,False
BDD/test_27.ppm,slicCC,12.8515625,21.9579,1.7053191489361703,1024.0,0.2,1.0,False
BDD/test_270.ppm,SLIC,11.025390625,30.4301,1.5197519929140832,256.0,0.2,1.0,True
BDD/test_270.ppm,slicCC,10.7734375,28.5832,1.555293691080493,1024.0,0.05,1.0,False
BDD/test_271.ppm,SLIC,14.11328125,28.8557,1.380293384998616,455.0,0.7,1.0,False
BDD/test_271.ppm,slicCC,11.89453125,23.6307,1.637766830870279,1024.0,1.0,1.0,False
BDD/test_272.ppm,SLIC,6.21875,31.0269,2.1978643216080402,64.0,0.05,2.0,True
BDD/test_272.ppm,slicCC,8.712890625,32.5386,1.568706568034073,455.0,0.2,1.0,True
BDD/test_273.ppm,SLIC,13.130859375,31.7398,1.2809757548713372,256.0,0.7,1.0,True
BDD/test_273.ppm,slicCC,10.572265625,24.8834,1.5909846665435063,1024.0,0.05,1.0,False
BDD/test_274.ppm,SLIC,16.2109375,24.5423,1.367710843373494,455.0,1.0,1.0,False
BDD/test_274.ppm,slicCC,13.052734375,20.0309,1.6986383360766124,1024.0,0.4,1.0,False
BDD/test_275.ppm,SLIC,12.853515625,27.7269,1.446132806564352,455.0,0.7,1.0,False
BDD/test_275.ppm,slicCC,10.63671875,23.2321,1.747521116415718,1024.0,1.0,1.0,False
BDD/test_276.ppm,SLIC,10.904296875,30.8747,1.3924413397814794,256.0,1.0,1.0,True
BDD/test_276.ppm,slicCC,9.875,28.5287,1.5375791139240507,1024.0,0.7,1.0,False
BDD/test_277.ppm,SLIC,17.53515625,28.0304,1.2435954555580306,455.0,0.3,1.0,False
BDD/test_277.ppm,slicCC,13.080078125,22.5135,1.6671644019710319,1024.0,0.05,1.0,False
BDD/test_278.ppm,SLIC,13.99609375,31.3816,1.3120290259559029,455.0,1.0,1.0,True
BDD/test_278.ppm,slicCC,10.939453125,26.5886,1.6786288162828067,1024.0,0.5,1.0,False
BDD/test_279.ppm,SLIC,12.4296875,29.4388,1.3444374607165306,455.0,1.0,1.0,False
BDD/test_279.ppm,slicCC,9.1484375,23.1811,1.8266438941076004,1024.0,0.05,1.0,False
BDD/test_28.ppm,SLIC,15.177734375,28.9849,1.3222236520396344,455.0,0.5,1.0,False
BDD/test_28.ppm,slicCC,12.25,24.6233,1.638233418367347,1024.0,0.05,1.0,False
BDD/test_280.ppm,SLIC,12.970703125,30.6526,1.4235807860262009,256.0,0.7,1.0,True
BDD/test_280.ppm,slicCC,11.490234375,26.0921,1.6070032296447392,1024.0,0.2,1.0,False
BDD/test_281.ppm,SLIC,10.943359375,31.3674,1.5315009816169909,256.0,1.0,1.0,True
BDD/test_281.ppm,slicCC,11.296875,29.8209,1.4835753803596128,1024.0,0.05,1.0,False
BDD/test_282.ppm,SLIC,11.599609375,30.7634,1.4970533759892237,256.0,0.7,1.0,True
BDD/test_282.ppm,slicCC,11.609375,26.9709,1.4957940780619112,1024.0,0.5,1.0,False
BDD/test_283.ppm,SLIC,17.30078125,27.9195,1.2378640776699028,455.0,0.05,1.0,False
BDD/test_283.ppm,slicCC,12.802734375,22.2936,1.6727688787185355,1024.0,1.0,1.0,False
BDD/test_284.ppm,SLIC,11.615234375,30.0591,1.3623675802925845,256.0,1.0,1.0,True
BDD/test_284.ppm,slicCC,10.083984375,26.6643,1.569242688359481,1024.0,0.05,1.0,False
BDD/test_285.ppm,SLIC,15.234375,30.2239,1.2662820512820512,455.0,0.7,1.0,True
BDD/test_285.ppm,slicCC,11.78125,24.3749,1.6374336870026525,1024.0,0.05,1.0,False
BDD/test_286.ppm,SLIC,16.330078125,27.8984,1.295538811146992,455.0,0.4,1.0,False
BDD/test_286.ppm,slicCC,12.685546875,23.1499,1.6677444187836798,1024.0,0.05,1.0,False
BDD/test_287.ppm,SLIC,13.841796875,30.8647,1.275010582757161,455.0,0.4,1.0,True
BDD/test_287.ppm,slicCC,10.880859375,25.6349,1.6219709208400646,1024.0,1.0,1.0,False
BDD/test_288.ppm,SLIC,4.93359375,35.519,2.1409342834520984,64.0,1.0,2.0,True
BDD/test_288.ppm,slicCC,3.478515625,32.0135,3.0364963503649633,64.0,1.0,5.0,True
BDD/test_289.ppm,SLIC,18.041015625,27.234,1.242069936126448,455.0,0.7,1.0,False
BDD/test_289.ppm,slicCC,12.91015625,19.695,1.7357034795763995,1024.0,0.5,1.0,False
BDD/test_29.ppm,SLIC,14.705078125,28.44,1.3952716164165229,455.0,0.4,1.0,False
BDD/test_29.ppm,slicCC,11.99609375,24.3717,1.7103549332464996,1024.0,0.7,1.0,False
BDD/test_290.ppm,SLIC,16.3359375,30.6091,1.2183165949306551,455.0,0.7,1.0,True
BDD/test_290.ppm,slicCC,11.77734375,23.3355,1.6898839137645107,1024.0,0.05,1.0,False
BDD/test_291.ppm,SLIC,15.3515625,27.9661,1.3507633587786259,455.0,0.4,1.0,False
BDD/test_291.ppm,slicCC,11.890625,23.8163,1.74392247043364,1024.0,1.0,1.0,False
BDD/test_292.ppm,SLIC,14.611328125,30.504,1.1972998262264403,256.0,0.7,1.0,True
BDD/test_292.ppm,slicCC,10.779296875,25.3497,1.6229389382134445,1024.0,0.05,1.0,False
BDD/test_293.ppm,SLIC,12.193359375,28.4688,1.4475412461957393,455.0,0.05,1.0,False
BDD/test_293.ppm,slicCC,10.642578125,24.0505,1.658469443934667,1024.0,0.05,1.0,False
BDD/test_294.ppm,SLIC,10.091796875,30.2153,1.6055738339461971,256.0,1.0,1.0,True
BDD/test_294.ppm,slicCC,10.0703125,28.8996,1.60899922420481,1024.0,0.2,1.0,False
BDD/test_295.ppm,SLIC,13.9375,31.2754,1.3206278026905829,256.0,0.4,1.0,True
BDD/test_295.ppm,slicCC,11.490234375,28.8266,1.6019037905830358,1024.0,0.5,1.0,False
BDD/test_296.ppm,SLIC,14.03515625,28.633,1.347759532424158,455.0,0.5,1.0,False
BDD/test_296.ppm,slicCC,11.720703125,24.7534,1.6138976837193801,1024.0,1.0,1.0,False
BDD/test_297.ppm,SLIC,14.232421875,29.046,1.2610127624536847,455.0,1.0,1.0,False
BDD/test_297.ppm,slicCC,11.37890625,24.6188,1.5772399588053554,1024.0,0.05,1.0,False
BDD/test_298.ppm,SLIC,14.978515625,27.6728,1.3491980701525623,455.0,1.0,1.0,False
BDD/test_298.ppm,slicCC,12.51171875,24.1625,1.6152044957852014,1024.0,0.05,1.0,False
BDD/test_299.ppm,SLIC,10.4375,31.9381,1.5490269461077844,256.0,0.4,1.0,True
BDD/test_299.ppm,slicCC,10.833984375,30.1582,1.4923382008292772,1024.0,0.7,1.0,True
BDD/test_3.ppm,SLIC,17.869140625,27.9596,1.2349983604765549,455.0,0.7,1.0,False
BDD/test_3.ppm,slicCC,12.978515625,21.9132,1.7003762227238526,1024.0,0.4,1.0,False
BDD/test_30.ppm,SLIC,8.373046875,31.6487,1.4536972241660835,256.0,0.7,1.0,True
BDD/test_30.ppm,slicCC,8.73828125,32.1129,1.3929369691551186,1024.0,0.3,1.0,True
BDD/test_300.ppm,SLIC,11.669921875,28.7788,1.3825941422594141,455.0,1.0,1.0,False
BDD/test_300.ppm,slicCC,8.666015625,23.5336,1.8618435880099167,1024.0,0.5,1.0,False
BDD/test_301.ppm,SLIC,15.23828125,31.2614,1.2847987695462701,455.0,1.0,1.0,True
BDD/test_301.ppm,slicCC,12.068359375,26.2774,1.6222689755623887,1024.0,0.05,1.0,False
BDD/test_302.ppm,SLIC,9.4140625,32.3803,1.5342323651452283,256.0,0.2,1.0,True
BDD/test_302.ppm,slicCC,9.962890625,31.6871,1.4497157420113702,1024.0,0.3,1.0,True
BDD/test_303.ppm,SLIC,13.8203125,29.7135,1.2632843414358395,455.0,0.3,1.0,False
BDD/test_303.ppm,slicCC,10.908203125,24.6506,1.6005371530886303,1024.0,0.05,1.0,False
BDD/test_304.ppm,SLIC,11.634765625,31.7347,1.4519053214705389,256.0,0.4,1.0,True
BDD/test_304.ppm,slicCC,10.86328125,29.2765,1.5550161812297734,1024.0,0.7,1.0,False
BDD/test_305.ppm,SLIC,14.83984375,30.1653,1.2753356146354304,455.0,0.5,1.0,True
BDD/test_305.ppm,slicCC,11.611328125,25.3647,1.6299411269974768,1024.0,0.2,1.0,False
BDD/test_306.ppm,SLIC,11.8125,28.3952,1.2819113756613756,1024.0,1.0,1.0,False
BDD/test_306.ppm,slicCC,9.564453125,23.7966,1.5832142127833366,1024.0,0.3,1.0,False
BDD/test_307.ppm,SLIC,15.28125,26.8902,1.3734662576687116,455.0,0.4,1.0,False
BDD/test_307.ppm,slicCC,12.6953125,22.8155,1.6532307692307693,1024.0,0.05,1.0,False
BDD/test_308.ppm,SLIC,14.76953125,29.4202,1.271356783919598,455.0,0.2,1.0,False
BDD/test_308.ppm,slicCC,11.802734375,24.4582,1.5909316564620222,1024.0,0.05,1.0,False
BDD/test_309.ppm,SLIC,15.759765625,24.8668,1.4011649522865286,455.0,0.4,1.0,False
BDD/test_309.ppm,slicCC,12.724609375,21.6261,1.7353798925556407,1024.0,0.3,1.0,False
BDD/test_31.ppm,SLIC,13.3828125,29.9227,1.371132516053707,455.0,0.7,1.0,False
BDD/test_31.ppm,slicCC,11.4765625,26.3361,1.5988767869298843,1024.0,0.5,1.0,False
BDD/test_310.ppm,SLIC,16.8828125,27.4652,1.2419018972697826,455.0,0.05,1.0,False
BDD/test_310.ppm,slicCC,12.345703125,23.1124,1.6983072298686916,1024.0,0.05,1.0,False
BDD/test_311.ppm,SLIC,17.26953125,26.9401,1.2682650983940285,455.0,1.0,1.0,False
BDD/test_311.ppm,slicCC,12.712890625,21.3161,1.7228452911353511,1024.0,0.05,1.0,False
BDD/test_312.ppm,SLIC,15.15234375,27.1819,1.3449342614075792,455.0,0.5,1.0,False
BDD/test_312.ppm,slicCC,12.537109375,19.2588,1.6254868359557564,1024.0,1.0,1.0,False
BDD/test_313.ppm,SLIC,11.65625,27.8086,1.5400469168900803,455.0,0.3,1.0,False
BDD/test_313.ppm,slicCC,10.7734375,25.2225,1.666243654822335,1024.0,1.0,1.0,False
BDD/test_314.ppm,SLIC,8.50390625,32.6871,1.5082682590721177,256.0,1.0,1.0,True
BDD/test_314.ppm,slicCC,8.169921875,31.6416,1.569925890509204,455.0,0.7,1.0,True
BDD/test_315.ppm,SLIC,14.013671875,29.5099,1.410034843205575,455.0,0.7,1.0,False
BDD/test_315.ppm,slicCC,11.4375,25.3106,1.727629781420765,1024.0,0.05,1.0,False
BDD/test_316.ppm,SLIC,16.94140625,28.9229,1.261355775881946,455.0,0.3,1.0,False
BDD/test_316.ppm,slicCC,13.08203125,23.5305,1.6334726784114662,1024.0,0.7,1.0,False
BDD/test_317.ppm,SLIC,17.8828125,26.635,1.257645259938838,455.0,0.4,1.0,False
BDD/test_317.ppm,slicCC,13.375,20.8725,1.6815128504672898,1024.0,0.05,1.0,False
BDD/test_318.ppm,SLIC,17.224609375,25.4113,1.3064973352987868,455.0,0.05,1.0,False
BDD/test_318.ppm,slicCC,12.896484375,19.9244,1.7449644101166137,1024.0,1.0,1.0,False
BDD/test_319.ppm,SLIC,16.146484375,27.216,1.3106326357808153,455.0,1.0,1.0,False
BDD/test_319.ppm,slicCC,12.32421875,22.6273,1.7171156893819335,1024.0,1.0,1.0,False
BDD/test_32.ppm,SLIC,17.30859375,29.1971,1.2309862333559016,455.0,1.0,1.0,False
BDD/test_32.ppm,slicCC,12.59375,23.5345,1.6918424317617866,1024.0,1.0,1.0,False
BDD/test_320.ppm,SLIC,7.328125,30.3552,2.138059701492537,64.0,0.05,3.0,True
BDD/test_320.ppm,slicCC,10.755859375,30.8585,1.45669148356637,1024.0,1.0,1.0,True
BDD/test_321.ppm,SLIC,11.83984375,31.1774,1.4330254041570438,256.0,0.4,1.0,True
BDD/test_321.ppm,slicCC,11.013671875,27.7281,1.5405213690370634,1024.0,0.05,1.0,False
BDD/test_322.ppm,SLIC,17.8203125,26.6043,1.2551512494519947,455.0,1.0,1.0,False
BDD/test_322.ppm,slicCC,12.962890625,19.4815,1.7254783787855958,1024.0,0.05,1.0,False
BDD/test_323.ppm,SLIC,15.41015625,28.2533,1.3163498098859316,455.0,0.4,1.0,False
BDD/test_323.ppm,slicCC,12.162109375,22.5583,1.6678978641400353,1024.0,0.05,1.0,False
BDD/test_324.ppm,SLIC,12.369140625,31.183,1.3848097268277277,256.0,1.0,1.0,True
BDD/test_324.ppm,slicCC,10.62109375,28.9831,1.6127252666421479,1024.0,0.3,1.0,False
BDD/test_325.ppm,SLIC,13.357421875,28.817,1.385144026904518,455.0,1.0,1.0,False
BDD/test_325.ppm,slicCC,11.306640625,25.5805,1.6363793401278286,1024.0,0.4,1.0,False
BDD/test_326.ppm,SLIC,13.77734375,27.3167,1.304366316983272,1024.0,0.2,1.0,False
BDD/test_326.ppm,slicCC,11.298828125,23.6427,1.5904926534140018,1024.0,0.05,1.0,False
BDD/test_327.ppm,SLIC,11.123046875,29.5911,1.1929762949956102,455.0,0.4,1.0,False
BDD/test_327.ppm,slicCC,9.015625,24.5928,1.4718370883882148,1024.0,0.05,1.0,False
BDD/test_328.ppm,SLIC,18.248046875,26.6188,1.2391094937386278,455.0,0.4,1.0,False
BDD/test_328.ppm,slicCC,12.50390625,20.5563,1.8083411433926897,1024.0,0.4,1.0,False
BDD/test_329.ppm,SLIC,14.71484375,29.1782,1.3346164056278205,455.0,1.0,1.0,False
BDD/test_329.ppm,slicCC,11.724609375,24.5196,1.6749958354156256,1024.0,0.7,1.0,False
BDD/test_33.ppm,SLIC,15.123046875,29.9721,1.3032416376081621,455.0,0.7,1.0,False
BDD/test_33.ppm,slicCC,11.833984375,25.091,1.6654563459316718,1024.0,1.0,1.0,False
BDD/test_330.ppm,SLIC,16.35546875,27.0543,1.3249343205158826,455.0,0.5,1.0,False
BDD/test_330.ppm,slicCC,12.63671875,21.9261,1.71483771251932,1024.0,0.05,1.0,False
BDD/test_331.ppm,SLIC,17.11328125,29.1761,1.2401278246975576,455.0,0.4,1.0,False
BDD/test_331.ppm,slicCC,12.580078125,23.5998,1.6870051234280392,1024.0,1.0,1.0,False
BDD/test_332.ppm,SLIC,15.61328125,28.6597,1.2660745559169377,455.0,0.7,1.0,False
BDD/test_332.ppm,slicCC,12.146484375,21.5444,1.627432063032642,1024.0,0.5,1.0,False
BDD/test_333.ppm,SLIC,16.435546875,28.559,1.304693998811646,455.0,0.7,1.0,False
BDD/test_333.ppm,slicCC,12.3203125,22.532,1.7404882688649335,1024.0,0.05,1.0,False
BDD/test_334.ppm,SLIC,16.53125,29.078,1.2358223062381852,455.0,1.0,1.0,False
BDD/test_334.ppm,slicCC,12.23046875,23.9295,1.6703928457361865,1024.0,0.4,1.0,False
BDD/test_335.ppm,SLIC,15.455078125,28.5057,1.305952230506761,455.0,1.0,1.0,False
BDD/test_335.ppm,slicCC,12.353515625,24.4006,1.6338339920948617,1024.0,0.05,1.0,False
BDD/test_336.ppm,SLIC,15.689453125,28.7202,1.282708826092369,1024.0,0.05,1.0,False
BDD/test_336.ppm,slicCC,12.3125,24.7282,1.634517766497462,1024.0,0.05,1.0,False
BDD/test_337.ppm,SLIC,10.7421875,30.9817,1.5014545454545454,256.0,0.5,1.0,True
BDD/test_337.ppm,slicCC,10.37109375,28.6966,1.5551789077212805,1024.0,0.5,1.0,False
BDD/test_338.ppm,SLIC,18.54296875,27.3156,1.2249842005477143,455.0,1.0,1.0,False
BDD/test_338.ppm,slicCC,13.146484375,20.7945,1.7278264745208736,1024.0,0.05,1.0,False
BDD/test_339.ppm,SLIC,14.02734375,30.2768,1.3535226956279587,455.0,0.05,1.0,True
BDD/test_339.ppm,slicCC,11.37890625,26.3517,1.6685547545485753,1024.0,0.5,1.0,False
BDD/test_34.ppm,SLIC,17.609375,27.869,1.2120674356699201,455.0,0.7,1.0,False
BDD/test_34.ppm,slicCC,12.716796875,21.5223,1.6783904162187069,1024.0,0.05,1.0,False
BDD/test_340.ppm,SLIC,11.421875,31.8694,1.243844049247606,1024.0,0.05,1.0,True
BDD/test_340.ppm,slicCC,9.70703125,29.0798,1.4635814889336016,1024.0,0.2,1.0,False
BDD/test_341.ppm,SLIC,15.16015625,30.3344,1.2872970883792836,455.0,0.4,1.0,True
